college,curr_text,last2years,last3to5years,count,totalcases,date,serving,deglvl,group,empstatus
Patrick Henry,Health Sciences,1,0,42,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Patrick Henry,Medical Transcription,0,1,26,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Health Sciences,1,0,23,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Massotherapy,0,1,24,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Practical Nursing,0,1,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Patrick Henry,Nursing,1,0,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Practical Nursing,1,0,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Patrick Henry,Emergency Medical Services,0,1,17,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Emergency Medical Services,1,0,85,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Patrick Henry,Practical Nursing,0,1,17,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Medical Transcription,1,0,47,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Massotherapy,0,1,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CERT,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Nursing,0,1,14,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,AAS,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Medical Transcription,1,0,12,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Emergency Medical Services,1,0,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Practical Nursing,0,1,15,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CERT,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Medical Transcription,0,1,12,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Emergency Medical Services,1,0,18,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Massotherapy,1,0,12,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Emergency Medical Services,0,1,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,AAS,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Nursing,1,0,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,AAS,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Health Sciences,1,0,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Practical Nursing,0,1,12,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Health Sciences,0,1,13,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Patrick Henry,Emergency Medical Services,1,0,14,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Health Sciences,1,0,12,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CERT,Recent Graduate,"Recent Employment, Not in Health"
Patrick Henry,Health Sciences,0,1,11,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Patrick Henry,Practical Nursing,1,0,16,13,4/6/2020,Franklin County; Henry; Martinsville; Patrick,CERT,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Practical Nursing,0,1,19,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Nursing,1,0,12,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Practical Nursing,0,1,12,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CERT,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Practical Nursing,1,0,13,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Health Sciences,1,0,16,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Medical Laboratory Technology,1,0,11,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Health Sciences,1,0,13,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Medical Office Clerk,1,0,21,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Nursing,0,1,24,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Medical Laboratory Technology,0,1,12,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Medical Laboratory Technology,0,1,11,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Practical Nursing,0,1,14,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Health Sciences,0,1,12,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Nursing,1,0,113,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Practical Nursing,1,0,26,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Medical Laboratory Technology,1,0,34,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Nursing,0,1,14,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,AAS,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Medical Office Clerk,0,1,19,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Nursing,0,1,20,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Nursing,1,0,21,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Practical Nursing,1,0,11,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CERT,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Health Sciences,0,1,31,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Medical Laboratory Technology,0,1,16,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Emergency Medical Services,0,1,22,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Medical Office Clerk,0,1,18,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Health Sciences,0,1,18,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Nursing,0,1,24,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Medical Office Clerk,0,1,34,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Practical Nursing,1,0,11,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Practical Nursing,0,1,12,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Medical Office Clerk,0,1,21,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Emergency Medical Services,0,1,13,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Nursing,1,0,77,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,AAS,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Medical Office Clerk,0,1,11,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Paul D. Camp,Medical Office Clerk,1,0,15,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"Recent Employment, Not in Health"
Paul D. Camp,Nursing,0,1,12,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Paul D. Camp,Emergency Medical Services,0,1,11,59,4/6/2020,Franklin City; Isle of Wight; Southampton; Suffolk,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Emergency Medical Services,0,1,14,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Practical Nursing,1,0,81,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Information Technology,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Emergency Medical Services,0,1,15,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Medical Office Clerk,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Information Coding Specialist,1,0,23,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Sciences,0,1,17,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Health Sciences,1,0,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Nursing,1,0,21,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Information Coding Specialist,0,1,13,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Health Sciences,0,1,12,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Health Information Technology,0,1,14,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Emergency Medical Services,1,0,24,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Surgical Technology,0,1,13,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Emergency Medical Services,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Emergency Medical Services,1,0,13,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Health Information Coding Specialist,0,1,28,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Diagnostic Medical Sonogram,0,1,14,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Health Sciences,1,0,13,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Surgical Technology,1,0,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Practical Nursing,1,0,17,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Nursing,0,1,14,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Radiography,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Health Information Coding Specialist,1,0,13,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Surgical Technology,0,1,13,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Nursing,0,1,12,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Information Technology,1,0,25,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Sciences,0,1,14,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Nursing,0,1,18,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Emergency Medical Services,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Emergency Medical Services,1,0,16,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Radiography,1,0,12,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Surgical Technology,0,1,12,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Radiography,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Diagnostic Medical Sonogram,1,0,56,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Medical Office Clerk,1,0,32,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Sciences,1,0,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Sciences,1,0,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Practical Nursing,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Radiography,0,1,12,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Practical Nursing,0,1,13,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Health Sciences,1,0,28,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Emergency Medical Services,0,1,12,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Diagnostic Medical Sonogram,0,1,15,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Radiography,1,0,22,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Emergency Medical Services,1,0,15,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Sciences,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Practical Nursing,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Nursing,1,0,108,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Diagnostic Medical Sonogram,1,0,15,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,AAS,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Sciences,0,1,98,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Health Sciences,0,1,11,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"Recent Employment, Not in Health"
Piedmont Virginia,Surgical Technology,1,0,15,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Piedmont Virginia,Health Information Technology,0,1,18,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Piedmont Virginia,Health Information Technology,1,0,15,89,4/6/2020,Albemarle; Buckingham; Charlottesville; Fluvanna; Greene; Louisa; Nelson,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Emergency Medical Services,0,1,28,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Practical Nursing,0,1,12,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Practical Nursing,1,0,11,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Practical Nursing,0,1,20,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Nursing,1,0,11,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Nursing,1,0,28,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,AAS,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Nursing,0,1,71,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,AAS,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Medical Laboratory Technology,1,0,14,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Nursing,1,0,13,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Practical Nursing,1,0,12,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Rappahannock,Nursing,1,0,11,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Rappahannock,Emergency Medical Services,0,1,12,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Mental Health,0,1,11,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Nursing,0,1,20,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Nursing,1,0,18,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Rappahannock,Practical Nursing,1,0,12,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CERT,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Medical Laboratory Technology,0,1,25,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Rappahannock,Practical Nursing,0,1,11,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CERT,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Practical Nursing,0,1,12,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Rappahannock,Emergency Medical Services,0,1,11,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Practical Nursing,1,0,11,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"Recent Employment, Not in Health"
Rappahannock,Emergency Medical Services,0,1,14,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Rappahannock,Practical Nursing,0,1,16,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Rappahannock,Practical Nursing,1,0,15,47,4/6/2020,Essex; Gloucester; King George; King William; King and Queen; Lancaster; Mathews; Middlesex; New Kent; Northumberland; Richmond County; Westmoreland,CSC,Recent Graduate,"Recent Employment, Not in Health"
